grcp,11,4,-0.1346758666,-0.0699134271,0.0606483703
ma,9,4,-0.1829780238,-0.04593104,0.0748072973
grsn,9,4,-0.1337331238,-0.0898440577,0.0920232909
apce,8,4,-0.080497084,-0.0892163593,0.095709774
apcsp,10,4,-0.1056004019,-0.0955179606,0.0909169335
magf,11,4,-0.180615928,-0.0605006681,0.0684481769
apc29ff,9,4,-0.1173620139,-0.0790326025,0.0893542072
magf,9,4,-0.1514970418,-0.0640411554,0.0795903058
kavfk,9,4,-0.1554039917,-0.0805859911,0.0730005283
grcp,9,4,-0.1099651412,-0.0690064107,0.0654174974
magf,7,4,-0.0988251836,-0.0648014389,0.0826102893
ma,11,4,-0.1938943081,-0.0751093193,0.0619170686
rusp,11,4,-0.1159882325,-0.0872093056,0.0726171514
apcsp,11,4,-0.0858274354,-0.0944976459,0.0786679481
magf,8,4,-0.1435949024,-0.0620085706,0.0898129775
apcsp,8,4,-0.0913266896,-0.0695548988,0.0840017883
apce,9,4.5,-0.116556889,-0.0875588497,0.0992378252
mas,9,5,-0.0872306936,-0.0556967552,0.0745885753
apcsp,10,5,-0.1402961798,-0.0600123775,0.1034782408
apcsp,11,5,-0.1206157382,-0.0734777305,0.0979340173
apc29ff,9,5,-0.1589951239,-0.02688303,0.0979478
magf,9,5,-0.1479452116,-0.0490945656,0.0984405163
grcsp,9,5,-0.1330399543,-0.0607831258,0.089285142
gwsdd,9,5,-0.0954254611,-0.1043460076,0.1011337055
apcsp,8,5,-0.1021059049,-0.0439789776,0.0919658748
magf,11,5,-0.1631581274,-0.058847293,0.0807389823
grsn,9,5,-0.1577648049,-0.064766134,0.1085056736
apce,10,5,-0.1265956636,-0.0684415927,0.0988035789
mas,10,5,-0.0961372867,-0.0635021844,0.0922212854
apce,11,5.5,-0.1002122216,-0.085195293,0.0878711482
grcp,10,6,-0.1166200899,-0.0547888325,0.0982277484
kavfk,11,6,-0.1124791642,-0.0880853021,0.099784827
kyosho,9,6,-0.1029722759,-0.0676332364,0.1120524601
kavfk,9,6,-0.1297570457,-0.0549784505,0.1201176772
kyosho,10,6,-0.1665303153,-0.0065840636,0.1015797482
grsn,9,6,-0.1372344601,-0.0635502473,0.1291686445
grcp,9,6,-0.1301785776,-0.0360179972,0.0976136351
apce,9,6,-0.1232911964,-0.0531104815,0.1169527189
mas,11,6,-0.1081907399,-0.0497977854,0.0823226005
ance,8.5,6,-0.1463020224,-0.0215124782,0.1090926638
ma,11,6,-0.2016175516,-0.0262388017,0.0931700447
apcsp,8,6,-0.112435922,-0.0132877464,0.0998773877
apcsp,11,6,-0.1420795584,-0.0419972994,0.1083512971
apcsf,8,6,-0.1201725207,-0.0440522135,0.1511766136
magf,10,6,-0.1646416945,-0.0301451511,0.1025157625
grsn,10,6,-0.1295697243,-0.0810715257,0.1157730485
gwsdd,10,6,-0.1461406087,-0.0643446734,0.0964418863
grsn,11,6,-0.1338997962,-0.0952741269,0.1075514968
gwssf,8,6,-0.1450955854,-0.0697560322,0.1447176396
grcp,11,6,-0.1139202142,-0.0703287405,0.082180318
mae,9,6,-0.1109072973,-0.0277835605,0.109949649
apccf,7.8,6,-0.1420095991,0.0116594072,0.1043283617
apcsp,9,6,-0.1457386106,-0.0163556961,0.1097025205
apcsf,9,6,-0.123720501,-0.0626338915,0.1533688222
ma,9,6,-0.1799179961,-0.001925219,0.1003773548
apce,8,6,-0.1449883727,0.0092358518,0.1153941176
apcsp,7,6,-0.1038002729,0.0026721853,0.0919380811
grcsp,10,6,-0.1290481555,-0.049244063,0.1243483971
mas,9,6,-0.0900555504,-0.0619689362,0.0953438382
apcsp,10,6,-0.1677203945,-0.0143482494,0.1108209572
grcsp,9,6,-0.1307212153,-0.0221529141,0.1327565236
zin,9,6,-0.0930653823,-0.0621136638,0.0868161377
gwssf,10,8,-0.1201282116,-0.1080730631,0.1558737287
apcsp,11,8,-0.1451884758,-0.0050380104,0.118170064
apcsp,8,8,-0.1232848313,0.0420423234,0.1034649156
grsn,11,8,-0.1502530281,-0.0531368357,0.1271345316
ma,9,8,-0.166655787,0.0375692752,0.1105205771
apce,8,8,-0.1286559531,0.039111777,0.1259111513
grcp,10,8,-0.1243140299,-0.0071789994,0.1049181702
gwssf,11,8,-0.1780824729,-0.0743967635,0.1505626142
apcsp,10,8,-0.1813982518,0.039390025,0.1105955376
apcsp,9,8,-0.1318945383,0.0185478804,0.105063688
magf,11,8,-0.1544440455,-0.0144568507,0.122679544
grcsp,10,8,-0.1365860526,6.23284023322896E-05,0.1361196725
mas,11,8,-0.1227143331,-0.0432084894,0.1138848988
apce,11,8,-0.1688123477,0.0057645451,0.106137502
ma,11,8,-0.1718400285,-0.0010404157,0.1079545078
magf,10,8,-0.1414550031,-0.0197097429,0.1242961165
grcp,11,8,-0.1243997438,-0.0170085329,0.1072802262
apcsp,10,9,-0.1496046482,0.0398561717,0.1123250728
apcsp,11,9,-0.163593636,0.039126495,0.1157649633
ma,11,9,-0.1564455388,0.0054928413,0.1120454904
apcsp,7,9,-0.1050335902,0.058590009,0.1060404969
apcsp,9,9,-0.0961774979,0.0088420153,0.1057213873
apcsp,8,9,-0.1118533413,0.0533995086,0.101314784
apce,9,9,-0.1330558806,0.0264732723,0.130333953
kyosho,11,9,-0.1277344817,0.0122710664,0.1122967387
apce,14,12,-0.16997114,0.0502798319,0.0911719103
apce,19,12,-0.17436556,-0.0002091993,0.0943789596
apce,17,12,-0.1872365709,0.0437442064,0.0900832843
